"ticket_id","created_at","resolved_at","priority","agent","num_interactions","issuecat","channel","status"
"TCK0719019","2025-07-19 10:37:00.000000000","2025-07-20 16:55:00.000000000","Low","Sneha",8,"Login Issue","Chat","Resolved"
"TCK0719021","2025-07-19 11:05:00.000000000","2025-07-20 11:49:00.000000000","Medium","Kavya",3,"Payment Failure","Chat","Resolved"
"TCK0720001","2025-07-20 00:10:00.000000000","2025-07-20 03:44:00.000000000","Low","Rohit",4,"Feature Request","Chat","Resolved"
"TCK0720002","2025-07-20 00:11:00.000000000","2025-07-21 11:47:00.000000000","Medium","Kavya",6,"Bug Report","Phone","Resolved"
"TCK0720003","2025-07-20 00:17:00.000000000","2025-07-21 03:39:00.000000000","High","Arjun",3,"Login Issue","Chat","Resolved"
"TCK0720005","2025-07-20 00:29:00.000000000",\N,"Medium","Ananya",7,"Feature Request","Web Form","Open"
"TCK0720006","2025-07-20 02:52:00.000000000","2025-07-20 04:27:00.000000000","High","Arjun",1,"Login Issue","Email","Resolved"
"TCK0720007","2025-07-20 02:56:00.000000000","2025-07-21 10:57:00.000000000","Medium","Arjun",1,"Payment Failure","Phone","Resolved"
"TCK0720008","2025-07-20 03:21:00.000000000",\N,"Medium","Ananya",8,"Bug Report","Chat","Open"
"TCK0720009","2025-07-20 05:17:00.000000000","2025-07-20 05:33:00.000000000","Medium","Ananya",3,"Feature Request","Web Form","Resolved"
"TCK0720010","2025-07-20 06:08:00.000000000","2025-07-20 08:57:00.000000000","Hgh","Kavya",5,"Account Locked","Phone","Resolved"
"TCK0720012","2025-07-20 08:01:00.000000000",\N,"Medium","Kavya",7,"Account Locked","Email","Open"
"TCK0720013","2025-07-20 08:39:00.000000000","2025-07-21 05:09:00.000000000","Medum","Ananya",2,"Login Issue","Web Form","Resolved"
"TCK0720014","2025-07-20 08:54:00.000000000","2025-07-21 01:54:00.000000000","High","Rohit",4,"Bug Report","Web Form","Resolved"
"TCK0720015","2025-07-20 09:06:00.000000000","2025-07-21 19:21:00.000000000","Low","Arjun",2,"Account Locked","Web Form","Resolved"
"TCK0720016","2025-07-20 09:17:00.000000000","2025-07-20 23:04:00.000000000","Medum","Rohit",3,"Payment Failure","Web Form","Resolved"
"TCK0720017","2025-07-20 09:37:00.000000000","2025-07-20 23:15:00.000000000","High","Rohit",5,"Bug Report","Email","Resolved"
"TCK0720018","2025-07-20 09:57:00.000000000","2025-07-21 15:46:00.000000000","Lw","Sneha",5,"Account Locked","Web Form","Resolved"
"TCK0720019","2025-07-20 10:32:00.000000000","2025-07-20 23:28:00.000000000","Low","Ananya",7,"Bug Report","Phone","Resolved"
"TCK0720019","2025-07-20 10:32:00.000000000","2025-07-20 23:28:00.000000000","Low","Ananya",7,"Bug Report","Phone","Resolved"
"TCK0720020","2025-07-20 10:46:00.000000000",\N,"Medium","Kavya",4,"Feature Request","Email","Open"
"TCK0720023","2025-07-20 11:42:00.000000000","2025-07-21 22:24:00.000000000","High","Sneha",4,"Bug Report","Email","Resolved"
"TCK0720024","2025-07-20 11:49:00.000000000","2025-07-20 20:47:00.000000000","Medium","Kavya",1,"Payment Failure","Phone","Resolved"
"TCK0721001","2025-07-21 00:09:00.000000000","2025-07-21 13:00:00.000000000","Medium","Arjun",2,"Bug Report","Email","Resolved"
"TCK0721001","2025-07-21 00:09:00.000000000","2025-07-21 13:00:00.000000000","Medium","Arjun",2,"Bug Report","Email","Resolved"
"TCK0721002","2025-07-21 00:10:00.000000000","2025-07-21 08:37:00.000000000","High","Arjun",2,"Account Locked","Email","Resolved"
"TCK0721003","2025-07-21 00:45:00.000000000","2025-07-22 10:51:00.000000000","Lw","Kavya",2,"Payment Failure","Email","Resolved"
"TCK0721004","2025-07-21 00:59:00.000000000","2025-07-21 11:02:00.000000000","High","Kavya",8,"Payment Failure","Email","Resolved"
"TCK0721006","2025-07-21 02:12:00.000000000",\N,"Lw","Sneha",7,"Account Locked","Web Form","Open"
"TCK0721007","2025-07-21 02:22:00.000000000","2025-07-21 20:34:00.000000000","Lw","Rohit",7,"Feature Request","Web Form","Escalated"
"TCK0721008","2025-07-21 03:19:00.000000000","2025-07-21 13:07:00.000000000","Low","Arjun",7,"Login Issue","Email","Resolved"
"TCK0721009","2025-07-21 04:43:00.000000000","2025-07-21 12:41:00.000000000","Medium","Ananya",4,"Bug Report","Chat","Resolved"
"TCK0721010","2025-07-21 04:45:00.000000000","2025-07-22 03:15:00.000000000","Medum","Sneha",8,"Payment Failure","Email","Resolved"
"TCK0721011","2025-07-21 05:05:00.000000000","2025-07-21 22:30:00.000000000","Medum","Sneha",1,"Account Locked","Chat","Resolved"
"TCK0721011","2025-07-21 05:05:00.000000000","2025-07-21 22:30:00.000000000","Medum","Sneha",1,"Account Locked","Chat","Resolved"
"TCK0721012","2025-07-21 05:50:00.000000000","2025-07-21 17:20:00.000000000","Medium","Arjun",5,"Account Locked","Email","Resolved"
"TCK0721013","2025-07-21 06:24:00.000000000","2025-07-21 21:10:00.000000000","Medium","Arjun",6,"Payment Failure","Phone","Resolved"
"TCK0721014","2025-07-21 08:37:00.000000000","2025-07-22 19:28:00.000000000","Low","Arjun",4,"Feature Request","Chat","Resolved"
"TCK0721015","2025-07-21 09:11:00.000000000","2025-07-22 08:49:00.000000000","Medium","Ananya",2,"Payment Failure","Phone","Resolved"
"TCK0721016","2025-07-21 09:30:00.000000000","2025-07-21 15:40:00.000000000","Medium","Arjun",8,"Feature Request","Email","Resolved"
"TCK0721018","2025-07-21 10:29:00.000000000",\N,"Low","Ananya",6,"Account Locked","Phone","Open"
"TCK0722000","2025-07-22 00:54:00.000000000","2025-07-22 10:42:00.000000000","Low","Kavya",1,"Feature Request","Phone","Resolved"
"TCK0722001","2025-07-22 01:05:00.000000000","2025-07-22 04:14:00.000000000","Low","Arjun",7,"Payment Failure","Web Form","Resolved"
"TCK0722002","2025-07-22 01:12:00.000000000","2025-07-22 22:50:00.000000000","Medium","Arjun",4,"Account Locked","Web Form","Resolved"
"TCK0722005","2025-07-22 02:23:00.000000000","2025-07-23 11:17:00.000000000","Hgh","Kavya",6,"Payment Failure","Phone","Resolved"
"TCK0722006","2025-07-22 03:34:00.000000000","2025-07-23 02:41:00.000000000","Medium","Arjun",8,"Payment Failure","Web Form","Resolved"
"TCK0722007","2025-07-22 03:37:00.000000000","2025-07-23 01:14:00.000000000","High","Rohit",3,"Payment Failure","Email","Resolved"
"TCK0722008","2025-07-22 03:55:00.000000000","2025-07-22 17:31:00.000000000","Low","Arjun",6,"Login Issue","Web Form","Resolved"
"TCK0722008","2025-07-22 03:55:00.000000000","2025-07-22 17:31:00.000000000","Low","Arjun",6,"Login Issue","Web Form","Resolved"
"TCK0722009","2025-07-22 04:52:00.000000000","2025-07-23 06:52:00.000000000","Medium","Arjun",8,"Feature Request","Web Form","Resolved"
"TCK0722010","2025-07-22 06:28:00.000000000","2025-07-22 06:50:00.000000000","Medium","Arjun",6,"Login Issue","Web Form","Resolved"
"TCK0722011","2025-07-22 06:32:00.000000000",\N,"Lw","Rohit",7,"Account Locked","Web Form","Open"
"TCK0722012","2025-07-22 07:06:00.000000000","2025-07-23 08:33:00.000000000","High","Sneha",7,"Feature Request","Email","Resolved"
"TCK0722013","2025-07-22 07:18:00.000000000","2025-07-22 16:09:00.000000000","High","Ananya",8,"Feature Request","Web Form","Resolved"
"TCK0722013","2025-07-22 07:18:00.000000000","2025-07-22 16:09:00.000000000","High","Ananya",8,"Feature Request","Web Form","Resolved"
"TCK0722014","2025-07-22 07:26:00.000000000","2025-07-23 01:42:00.000000000","Medum","Kavya",8,"Feature Request","Email","Resolved"
"TCK0722017","2025-07-22 09:42:00.000000000",\N,"Lw","Arjun",7,"Login Issue","Phone","Open"
"TCK0722018","2025-07-22 10:44:00.000000000","2025-07-22 15:59:00.000000000","High","Ananya",8,"Feature Request","Chat","Resolved"
"TCK0722019","2025-07-22 10:47:00.000000000","2025-07-23 16:23:00.000000000","Medium","Kavya",2,"Login Issue","Phone","Resolved"
"TCK0722020","2025-07-22 11:29:00.000000000","2025-07-22 20:52:00.000000000","High","Sneha",3,"Payment Failure","Chat","Resolved"
"TCK0722021","2025-07-22 11:53:00.000000000","2025-07-23 08:00:00.000000000","Medum","Rohit",2,"Login Issue","Chat","Resolved"
"TCK0723000","2025-07-23 01:36:00.000000000","2025-07-23 18:20:00.000000000","Medium","Rohit",4,"Bug Report","Chat","Resolved"
"TCK0723002","2025-07-23 01:42:00.000000000","2025-07-23 11:15:00.000000000","Medium","Rohit",7,"Account Locked","Phone","Resolved"
"TCK0723003","2025-07-23 01:50:00.000000000","2025-07-24 08:21:00.000000000","Low","Sneha",1,"Feature Request","Web Form","Resolved"
"TCK0723004","2025-07-23 02:12:00.000000000","2025-07-23 02:31:00.000000000","High","Ananya",1,"Feature Request","Chat","Resolved"
"TCK0723006","2025-07-23 05:17:00.000000000","2025-07-24 03:52:00.000000000","Lw","Arjun",5,"Payment Failure","Phone","Resolved"
"TCK0723007","2025-07-23 06:04:00.000000000","2025-07-24 01:44:00.000000000","Medium","Arjun",7,"Account Locked","Phone","Resolved"
"TCK0723008","2025-07-23 06:12:00.000000000","2025-07-23 19:38:00.000000000","Medium","Rohit",3,"Feature Request","Chat","Resolved"
"TCK0723009","2025-07-23 06:14:00.000000000","2025-07-23 15:25:00.000000000","Low","Ananya",8,"Bug Report","Email","Resolved"
"TCK0723011","2025-07-23 07:18:00.000000000","2025-07-24 09:30:00.000000000","Low","Ananya",1,"Payment Failure","Phone","Resolved"
"TCK0723012","2025-07-23 07:56:00.000000000","2025-07-23 12:22:00.000000000","Low","Kavya",7,"Login Issue","Web Form","Resolved"
"TCK0723013","2025-07-23 07:57:00.000000000","2025-07-24 11:40:00.000000000","High","Ananya",4,"Login Issue","Web Form","Resolved"
"TCK0723014","2025-07-23 08:04:00.000000000","2025-07-24 03:22:00.000000000","Low","Ananya",3,"Bug Report","Chat","Resolved"
"TCK0723015","2025-07-23 08:25:00.000000000","2025-07-24 04:13:00.000000000","High","Ananya",4,"Feature Request","Phone","Resolved"
"TCK0723016","2025-07-23 08:50:00.000000000","2025-07-23 13:48:00.000000000","Lw","Kavya",6,"Bug Report","Email","Resolved"
"TCK0723016","2025-07-23 08:50:00.000000000","2025-07-23 13:48:00.000000000","Lw","Kavya",6,"Bug Report","Email","Resolved"
"TCK0723018","2025-07-23 10:42:00.000000000","2025-07-24 17:36:00.000000000","Low","Ananya",1,"Login Issue","Email","Resolved"
"TCK0723019","2025-07-23 10:44:00.000000000","2025-07-24 13:34:00.000000000","Medium","Ananya",2,"Account Locked","Phone","Resolved"
"TCK0723020","2025-07-23 10:51:00.000000000","2025-07-24 03:12:00.000000000","Lw","Sneha",7,"Login Issue","Web Form","Resolved"
"TCK0723021","2025-07-23 11:37:00.000000000","2025-07-23 18:05:00.000000000","Lw","Arjun",8,"Account Locked","Email","Resolved"
"TCK0724000","2025-07-24 01:07:00.000000000","2025-07-24 07:50:00.000000000","Medium","Kavya",3,"Payment Failure","Email","Resolved"
"TCK0724001","2025-07-24 01:19:00.000000000","2025-07-24 09:09:00.000000000","Medium","Ananya",1,"Payment Failure","Email","Resolved"
"TCK0724002","2025-07-24 02:52:00.000000000",\N,"High","Sneha",8,"Bug Report","Phone","Open"
"TCK0724003","2025-07-24 03:16:00.000000000","2025-07-24 13:23:00.000000000","Medium","Sneha",3,"Bug Report","Web Form","Resolved"
"TCK0724005","2025-07-24 03:20:00.000000000","2025-07-24 09:47:00.000000000","Lw","Kavya",2,"Payment Failure","Chat","Resolved"
"TCK0724006","2025-07-24 03:57:00.000000000","2025-07-24 13:01:00.000000000","Medium","Kavya",7,"Login Issue","Chat","Resolved"
"TCK0724008","2025-07-24 04:53:00.000000000","2025-07-25 07:37:00.000000000","High","Kavya",4,"Bug Report","Email","Escalated"
"TCK0724009","2025-07-24 05:58:00.000000000","2025-07-24 22:46:00.000000000","Medium","Ananya",4,"Account Locked","Phone","Resolved"
"TCK0724010","2025-07-24 06:13:00.000000000","2025-07-25 05:19:00.000000000","High","Arjun",8,"Payment Failure","Email","Resolved"
"TCK0724013","2025-07-24 07:13:00.000000000","2025-07-25 04:43:00.000000000","High","Kavya",7,"Login Issue","Phone","Resolved"
"TCK0724014","2025-07-24 07:27:00.000000000","2025-07-25 10:20:00.000000000","Low","Sneha",3,"Bug Report","Phone","Resolved"
"TCK0724015","2025-07-24 07:50:00.000000000","2025-07-25 10:17:00.000000000","Low","Sneha",8,"Payment Failure","Web Form","Resolved"
"TCK0724016","2025-07-24 08:42:00.000000000","2025-07-25 13:46:00.000000000","Medium","Rohit",6,"Account Locked","Chat","Resolved"
"TCK0724017","2025-07-24 11:02:00.000000000",\N,"Medium","Kavya",5,"Account Locked","Phone","Open"
"TCK0724018","2025-07-24 11:02:00.000000000","2025-07-24 12:12:00.000000000","Medium","Ananya",2,"Payment Failure","Web Form","Resolved"
"TCK0724018","2025-07-24 11:02:00.000000000","2025-07-24 12:12:00.000000000","Medium","Ananya",2,"Payment Failure","Web Form","Resolved"
"TCK0724019","2025-07-24 11:08:00.000000000","2025-07-25 08:41:00.000000000","Medium","Kavya",8,"Feature Request","Email","Resolved"
"TCK0724020","2025-07-24 11:36:00.000000000","2025-07-24 20:08:00.000000000","High","Sneha",8,"Account Locked","Phone","Escalated"
"TCK0725000","2025-07-25 00:16:00.000000000","2025-07-25 21:21:00.000000000","Lw","Kavya",2,"Feature Request","Web Form","Resolved"
"TCK0725003","2025-07-25 01:19:00.000000000","2025-07-26 11:28:00.000000000","Low","Ananya",3,"Login Issue","Web Form","Resolved"
"TCK0725004","2025-07-25 01:42:00.000000000","2025-07-26 04:33:00.000000000","Medium","Sneha",7,"Bug Report","Web Form","Resolved"
"TCK0725006","2025-07-25 03:54:00.000000000",\N,"Low","Sneha",4,"Feature Request","Phone","Open"
"TCK0725007","2025-07-25 04:11:00.000000000","2025-07-26 14:34:00.000000000","High","Rohit",8,"Feature Request","Email","Resolved"
"TCK0725008","2025-07-25 04:12:00.000000000",\N,"Low","Rohit",3,"Payment Failure","Email","Open"
"TCK0725009","2025-07-25 04:13:00.000000000","2025-07-25 22:28:00.000000000","Medium","Rohit",2,"Account Locked","Email","Resolved"
"TCK0725010","2025-07-25 04:35:00.000000000","2025-07-25 15:52:00.000000000","High","Kavya",6,"Account Locked","Email","Resolved"
"TCK0725011","2025-07-25 05:00:00.000000000","2025-07-25 11:34:00.000000000","High","Arjun",2,"Bug Report","Web Form","Resolved"
"TCK0725012","2025-07-25 05:14:00.000000000","2025-07-25 22:37:00.000000000","Hgh","Rohit",5,"Payment Failure","Phone","Resolved"
"TCK0725013","2025-07-25 05:29:00.000000000","2025-07-26 16:27:00.000000000","Medium","Arjun",6,"Account Locked","Web Form","Resolved"
"TCK0725014","2025-07-25 05:54:00.000000000","2025-07-26 16:51:00.000000000","High","Rohit",4,"Payment Failure","Web Form","Resolved"
"TCK0725015","2025-07-25 06:14:00.000000000","2025-07-25 08:01:00.000000000","Medium","Sneha",1,"Feature Request","Phone","Resolved"
"TCK0725016","2025-07-25 06:55:00.000000000","2025-07-25 21:37:00.000000000","Medium","Sneha",7,"Feature Request","Email","Resolved"
"TCK0725018","2025-07-25 08:10:00.000000000","2025-07-26 18:00:00.000000000","Medium","Sneha",7,"Bug Report","Phone","Resolved"
"TCK0725018","2025-07-25 08:10:00.000000000","2025-07-26 18:00:00.000000000","Medium","Sneha",7,"Bug Report","Phone","Resolved"
"TCK0725019","2025-07-25 08:15:00.000000000","2025-07-26 20:09:00.000000000","Medum","Sneha",3,"Feature Request","Email","Resolved"
"TCK0725020","2025-07-25 08:26:00.000000000","2025-07-26 15:41:00.000000000","Medium","Sneha",2,"Account Locked","Email","Resolved"
"TCK0725021","2025-07-25 08:54:00.000000000",\N,"Medium","Ananya",7,"Payment Failure","Phone","Open"
"TCK0725022","2025-07-25 09:15:00.000000000","2025-07-26 00:32:00.000000000","Hgh","Rohit",8,"Account Locked","Email","Resolved"
"TCK0725023","2025-07-25 09:17:00.000000000",\N,"Low","Rohit",6,"Payment Failure","Chat","Open"
"TCK0725025","2025-07-25 11:53:00.000000000","2025-07-26 06:42:00.000000000","Medium","Ananya",5,"Bug Report","Phone","Resolved"
"TCK0725026","2025-07-25 11:55:00.000000000","2025-07-26 06:16:00.000000000","Medium","Rohit",7,"Account Locked","Phone","Resolved"
"TCK0726000","2025-07-26 00:14:00.000000000","2025-07-26 19:17:00.000000000","Medium","Rohit",7,"Account Locked","Email","Resolved"
"TCK0726001","2025-07-26 00:48:00.000000000",\N,"High","Sneha",2,"Feature Request","Web Form","Open"
"TCK0726002","2025-07-26 01:47:00.000000000","2025-07-27 08:13:00.000000000","Low","Ananya",6,"Bug Report","Chat","Resolved"
"TCK0726003","2025-07-26 02:06:00.000000000","2025-07-27 02:05:00.000000000","Medium","Sneha",4,"Bug Report","Web Form","Resolved"
"TCK0726004","2025-07-26 02:58:00.000000000","2025-07-27 00:24:00.000000000","Medum","Arjun",3,"Feature Request","Email","Resolved"
"TCK0726004","2025-07-26 02:58:00.000000000","2025-07-27 00:24:00.000000000","Medum","Arjun",3,"Feature Request","Email","Resolved"
"TCK0726005","2025-07-26 03:06:00.000000000","2025-07-26 16:56:00.000000000","Low","Ananya",8,"Bug Report","Email","Resolved"
"TCK0726006","2025-07-26 03:07:00.000000000",\N,"Lw","Rohit",4,"Payment Failure","Phone","Open"
"TCK0726007","2025-07-26 05:06:00.000000000","2025-07-27 08:58:00.000000000","Low","Sneha",2,"Account Locked","Web Form","Resolved"
"TCK0726008","2025-07-26 06:25:00.000000000","2025-07-27 08:33:00.000000000","Low","Rohit",1,"Login Issue","Phone","Resolved"
"TCK0726009","2025-07-26 06:36:00.000000000",\N,"High","Rohit",4,"Account Locked","Email","Open"
"TCK0726010","2025-07-26 06:39:00.000000000",\N,"Medium","Rohit",8,"Payment Failure","Phone","Open"
"TCK0726011","2025-07-26 07:10:00.000000000","2025-07-26 19:29:00.000000000","Medium","Sneha",1,"Bug Report","Chat","Resolved"
"TCK0726012","2025-07-26 08:54:00.000000000","2025-07-26 21:55:00.000000000","Medium","Arjun",7,"Login Issue","Chat","Resolved"
"TCK0726014","2025-07-26 10:02:00.000000000","2025-07-27 10:08:00.000000000","Medium","Kavya",2,"Account Locked","Chat","Resolved"
"TCK0726016","2025-07-26 11:26:00.000000000","2025-07-27 02:00:00.000000000","Medium","Kavya",6,"Account Locked","Web Form","Resolved"
"TCK0726017","2025-07-26 11:33:00.000000000","2025-07-27 00:42:00.000000000","Lw","Sneha",2,"Account Locked","Chat","Resolved"
"TCK0727000","2025-07-27 00:35:00.000000000","2025-07-27 16:34:00.000000000","Medium","Ananya",6,"Feature Request","Chat","Escalated"
"TCK0727000","2025-07-27 00:35:00.000000000","2025-07-27 16:34:00.000000000","Medium","Ananya",6,"Feature Request","Chat","Escalated"
"TCK0727001","2025-07-27 01:21:00.000000000","2025-07-27 20:51:00.000000000","Lw","Sneha",6,"Feature Request","Email","Resolved"
"TCK0727002","2025-07-27 02:00:00.000000000","2025-07-28 08:29:00.000000000","Medium","Arjun",6,"Login Issue","Email","Resolved"
"TCK0727003","2025-07-27 02:01:00.000000000","2025-07-27 05:24:00.000000000","High","Rohit",1,"Bug Report","Phone","Resolved"
"TCK0727004","2025-07-27 02:22:00.000000000",\N,"Medium","Rohit",8,"Feature Request","Web Form","Open"
"TCK0727005","2025-07-27 02:32:00.000000000","2025-07-27 07:50:00.000000000","High","Arjun",4,"Account Locked","Email","Resolved"
"TCK0727006","2025-07-27 03:11:00.000000000","2025-07-28 09:05:00.000000000","Medium","Sneha",4,"Feature Request","Email","Resolved"
"TCK0727007","2025-07-27 03:19:00.000000000","2025-07-27 12:15:00.000000000","Medium","Ananya",4,"Bug Report","Phone","Resolved"
"TCK0727008","2025-07-27 03:19:00.000000000","2025-07-28 09:59:00.000000000","Low","Rohit",4,"Login Issue","Email","Resolved"
"TCK0727009","2025-07-27 03:40:00.000000000","2025-07-27 21:49:00.000000000","Hgh","Kavya",2,"Payment Failure","Email","Resolved"
"TCK0727010","2025-07-27 04:22:00.000000000","2025-07-27 22:37:00.000000000","Medium","Ananya",8,"Login Issue","Chat","Resolved"
"TCK0727012","2025-07-27 05:45:00.000000000","2025-07-27 19:49:00.000000000","Medium","Kavya",5,"Payment Failure","Web Form","Escalated"
"TCK0727013","2025-07-27 06:04:00.000000000","2025-07-28 07:11:00.000000000","Low","Kavya",6,"Bug Report","Web Form","Resolved"
"TCK0727015","2025-07-27 07:29:00.000000000","2025-07-27 12:48:00.000000000","High","Kavya",7,"Bug Report","Email","Resolved"
"TCK0727017","2025-07-27 07:50:00.000000000","2025-07-28 02:53:00.000000000","Low","Rohit",5,"Feature Request","Email","Resolved"
"TCK0727018","2025-07-27 09:16:00.000000000","2025-07-28 14:55:00.000000000","Medium","Sneha",6,"Feature Request","Web Form","Resolved"
"TCK0727018","2025-07-27 09:16:00.000000000","2025-07-28 14:55:00.000000000","Medium","Sneha",6,"Feature Request","Web Form","Resolved"
"TCK0727020","2025-07-27 09:25:00.000000000","2025-07-27 23:43:00.000000000","Low","Sneha",7,"Login Issue","Phone","Resolved"
"TCK0727021","2025-07-27 10:34:00.000000000","2025-07-28 04:01:00.000000000","High","Kavya",8,"Feature Request","Email","Resolved"
"TCK0728000","2025-07-28 00:13:00.000000000","2025-07-28 12:13:00.000000000","Low","Kavya",2,"Bug Report","Phone","Resolved"
"TCK0728001","2025-07-28 00:14:00.000000000","2025-07-28 14:34:00.000000000","Medium","Kavya",6,"Login Issue","Email","Resolved"
"TCK0728003","2025-07-28 02:33:00.000000000","2025-07-29 04:09:00.000000000","Medium","Rohit",5,"Feature Request","Chat","Resolved"
"TCK0728004","2025-07-28 02:59:00.000000000","2025-07-29 05:57:00.000000000","Lw","Kavya",4,"Payment Failure","Phone","Resolved"
"TCK0728005","2025-07-28 03:36:00.000000000","2025-07-28 21:39:00.000000000","Low","Rohit",6,"Bug Report","Chat","Resolved"
"TCK0728006","2025-07-28 04:17:00.000000000",\N,"Medium","Kavya",8,"Payment Failure","Chat","Open"
"TCK0728007","2025-07-28 05:11:00.000000000","2025-07-28 22:30:00.000000000","Medium","Rohit",7,"Feature Request","Phone","Resolved"
"TCK0728008","2025-07-28 05:16:00.000000000","2025-07-29 01:55:00.000000000","Low","Rohit",5,"Login Issue","Email","Resolved"
"TCK0728009","2025-07-28 05:46:00.000000000","2025-07-28 22:55:00.000000000","Medium","Arjun",5,"Payment Failure","Phone","Resolved"
"TCK0728010","2025-07-28 06:58:00.000000000","2025-07-28 11:46:00.000000000","Low","Arjun",3,"Payment Failure","Phone","Resolved"
"TCK0728011","2025-07-28 08:08:00.000000000",\N,"Lw","Rohit",2,"Payment Failure","Phone","Open"
"TCK0728012","2025-07-28 08:10:00.000000000","2025-07-29 08:22:00.000000000","Hgh","Arjun",5,"Login Issue","Chat","Resolved"
"TCK0728012","2025-07-28 08:10:00.000000000","2025-07-29 08:22:00.000000000","Hgh","Arjun",5,"Login Issue","Chat","Resolved"
"TCK0728013","2025-07-28 08:34:00.000000000","2025-07-29 11:19:00.000000000","Low","Rohit",2,"Payment Failure","Phone","Resolved"
"TCK0728014","2025-07-28 09:07:00.000000000",\N,"Medium","Kavya",8,"Account Locked","Web Form","Open"
"TCK0728015","2025-07-28 09:08:00.000000000","2025-07-29 14:35:00.000000000","High","Sneha",6,"Bug Report","Chat","Resolved"
"TCK0728016","2025-07-28 09:59:00.000000000","2025-07-29 19:39:00.000000000","Low","Sneha",1,"Feature Request","Web Form","Resolved"
"TCK0728019","2025-07-28 10:55:00.000000000","2025-07-28 23:47:00.000000000","Lw","Sneha",8,"Account Locked","Email","Resolved"
"TCK0728021","2025-07-28 10:59:00.000000000",\N,"High","Sneha",8,"Account Locked","Email","Open"
"TCK0728022","2025-07-28 11:24:00.000000000","2025-07-29 03:53:00.000000000","Medium","Arjun",2,"Bug Report","Chat","Resolved"
"TCK0729000","2025-07-29 00:30:00.000000000","2025-07-29 11:30:00.000000000","Medium","Sneha",6,"Feature Request","Web Form","Resolved"
"TCK0729001","2025-07-29 00:44:00.000000000","2025-07-29 05:19:00.000000000","Medium","Rohit",6,"Login Issue","Web Form","Resolved"
"TCK0729004","2025-07-29 01:51:00.000000000","2025-07-30 05:59:00.000000000","Medium","Kavya",3,"Feature Request","Web Form","Resolved"
"TCK0729006","2025-07-29 02:35:00.000000000","2025-07-29 18:30:00.000000000","Medium","Rohit",1,"Account Locked","Web Form","Resolved"
"TCK0729007","2025-07-29 03:05:00.000000000",\N,"Medium","Sneha",6,"Account Locked","Phone","Open"
"TCK0729007","2025-07-29 03:05:00.000000000",\N,"Medium","Sneha",6,"Account Locked","Phone","Open"
"TCK0729008","2025-07-29 03:08:00.000000000","2025-07-29 05:01:00.000000000","Medum","Ananya",8,"Payment Failure","Web Form","Resolved"
"TCK0729009","2025-07-29 03:15:00.000000000","2025-07-29 20:08:00.000000000","Medium","Kavya",3,"Bug Report","Web Form","Resolved"
"TCK0729010","2025-07-29 03:24:00.000000000","2025-07-29 12:47:00.000000000","Low","Ananya",1,"Payment Failure","Email","Resolved"
"TCK0729011","2025-07-29 03:59:00.000000000","2025-07-29 23:42:00.000000000","Low","Sneha",6,"Account Locked","Chat","Resolved"
"TCK0729012","2025-07-29 04:05:00.000000000",\N,"Low","Rohit",7,"Account Locked","Web Form","Open"
"TCK0729013","2025-07-29 05:20:00.000000000",\N,"Low","Kavya",3,"Bug Report","Email","Open"
"TCK0729014","2025-07-29 06:30:00.000000000","2025-07-29 07:05:00.000000000","Lw","Sneha",4,"Login Issue","Email","Resolved"
"TCK0729015","2025-07-29 06:38:00.000000000","2025-07-30 16:31:00.000000000","Low","Arjun",1,"Payment Failure","Phone","Resolved"
"TCK0729016","2025-07-29 07:34:00.000000000","2025-07-30 03:49:00.000000000","Medium","Kavya",3,"Bug Report","Email","Resolved"
"TCK0729017","2025-07-29 07:53:00.000000000","2025-07-30 09:33:00.000000000","Medium","Rohit",4,"Account Locked","Web Form","Resolved"
"TCK0729018","2025-07-29 08:00:00.000000000","2025-07-29 13:42:00.000000000","Medium","Kavya",7,"Bug Report","Phone","Resolved"
"TCK0729019","2025-07-29 08:09:00.000000000","2025-07-29 11:35:00.000000000","Medum","Rohit",2,"Account Locked","Email","Resolved"
"TCK0729020","2025-07-29 08:13:00.000000000",\N,"Medium","Arjun",8,"Login Issue","Web Form","Open"
"TCK0729022","2025-07-29 09:34:00.000000000",\N,"Medium","Sneha",5,"Account Locked","Phone","Open"
"TCK0729024","2025-07-29 10:07:00.000000000","2025-07-30 07:58:00.000000000","Lw","Rohit",4,"Login Issue","Web Form","Resolved"
"TCK0729025","2025-07-29 10:56:00.000000000","2025-07-30 22:43:00.000000000","Medum","Arjun",6,"Bug Report","Chat","Resolved"
"TCK0730001","2025-07-30 00:37:00.000000000","2025-07-30 03:43:00.000000000","Medum","Arjun",3,"Feature Request","Phone","Resolved"
"TCK0730003","2025-07-30 01:49:00.000000000",\N,"Medium","Kavya",5,"Login Issue","Chat","Open"
"TCK0730004","2025-07-30 03:07:00.000000000","2025-07-30 16:06:00.000000000","Medium","Rohit",7,"Payment Failure","Web Form","Resolved"
"TCK0730005","2025-07-30 03:08:00.000000000","2025-07-31 05:20:00.000000000","High","Sneha",8,"Account Locked","Email","Resolved"
"TCK0730006","2025-07-30 03:09:00.000000000","2025-07-30 04:23:00.000000000","Low","Arjun",2,"Bug Report","Email","Resolved"
"TCK0730007","2025-07-30 03:48:00.000000000","2025-07-31 08:08:00.000000000","Medium","Ananya",6,"Account Locked","Phone","Resolved"
